#    frames      t (s)    x (pxl)    y (pxl)          f        u02        u20        u11
      135.0       67.5  39.533527   44.63681   1.248205   4.773414   2.594546   -0.27417
      136.0       68.0        nan        nan        nan        nan        nan        nan
      137.0       68.5  38.982918  44.831978   1.496241   4.193622   5.644854  -0.368526
      138.0       69.0        nan        nan        nan        nan        nan        nan
      139.0       69.5  40.244392  47.073185   2.270713  10.348013  10.868321      3.093
      140.0       70.0  38.611652  45.145275   1.959273   5.538584  20.572927   2.173954
      141.0       70.5        nan        nan        nan        nan        nan        nan
      142.0       71.0   39.28294  47.078369   2.209936  10.452906   6.383921  -0.508735
      143.0       71.5   37.37188  46.339523   2.076953  13.478524    8.66499   2.837805
      144.0       72.0  36.582729  46.000996     1.4489   6.316595  11.383424   1.135176
      145.0       72.5  37.480965  45.774311    1.74194   5.778837   8.363713   0.806108
      146.0       73.0        nan        nan        nan        nan        nan        nan
      147.0       73.5  41.357445  45.722378   2.214204   7.633946   7.513306   0.330563
      148.0       74.0  41.069767  45.239944   2.926113  13.663545   6.340107   2.645525
      149.0       74.5  41.138103  46.829796   1.892698  27.100353   8.043124    4.75596
#---------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000261.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
