#     frames       t (s)     x (pxl)     y (pxl)           f         u02         u20         u11
       318.0       159.0  221.559845   51.986797    1.487025    4.286223    7.424346    0.707744
       319.0       159.5         nan         nan         nan         nan         nan         nan
       320.0       160.0  228.015228   52.097752    1.068057    2.405217     3.30904   -0.422066
       321.0       160.5         nan         nan         nan         nan         nan         nan
       322.0       161.0  227.481628   56.419235    1.328121    3.268175    3.232406   -0.952992
       323.0       161.5         nan         nan         nan         nan         nan         nan
       324.0       162.0  223.850189   58.020092    1.160714     2.36613    2.477166    0.081164
       325.0       162.5  224.807281    57.16473    1.423506    6.137299    2.990365   -1.129863
       326.0       163.0         nan         nan         nan         nan         nan         nan
       327.0       163.5  225.423889   56.900639    2.727177    9.694206    6.164761   -0.258936
       328.0       164.0  224.633713   59.017368    1.136667     3.93821    1.969856   -0.852554
#-----------------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000674.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
