#     frames       t (s)     x (pxl)     y (pxl)           f         u02         u20         u11
        15.0         7.5   372.19101   66.070595    3.060906    7.241291    9.359515   -1.875998
        16.0         8.0  372.799133   66.421272     3.12153    8.500287    7.968204   -1.784584
        17.0         8.5  372.516418   66.327324    2.658792    7.743669    6.699703   -2.248695
        18.0         9.0    372.8414   66.348419    3.921596    9.842218    8.324079   -1.525064
        19.0         9.5  373.760834   65.685707    5.381446   13.247528    17.61162   -4.388519
        20.0        10.0         nan         nan         nan         nan         nan         nan
        21.0        10.5  373.670135   66.633331    3.643108    10.80416    8.096836    2.292909
        22.0        11.0  373.839447    66.25988    3.008989    5.628386    7.096593    1.953408
        23.0        11.5   373.78595   65.911697    4.084247    9.553418    8.642257   -0.446844
        24.0        12.0  372.992523   66.870087    4.482556   15.874195    13.13562   -4.633433
        25.0        12.5  372.530518    67.16777    7.212531   26.236403   21.552176     -8.6757
        26.0        13.0  373.359497    66.84153    8.266521   18.813942   16.892397    1.743645
        27.0        13.5  373.366272   66.968529    4.702346   13.983848   13.496227   -4.243485
        28.0        14.0  372.346344    66.48188    7.011793   17.670282   18.664875   -1.163505
        29.0        14.5   372.90213   66.495522    8.248503   26.553907   19.747177    0.259272
        30.0        15.0  373.240143   67.126251    8.241022   35.492352   20.675364    7.576711
        31.0        15.5  372.540863   66.472794    8.037638   29.246143   16.951895    1.591309
        32.0        16.0  373.027344   66.440247   11.141661   35.709671   28.142235    6.564101
        33.0        16.5   373.03299   66.549614    9.285583   30.872799   18.920727    1.602695
        34.0        17.0  372.278534   66.647575    8.837921   25.018936   23.688143   -0.798467
        35.0        17.5  371.907074    67.42627   11.364169   30.883991   31.734692    0.403291
        36.0        18.0  372.726318   67.303787    9.804027    24.77479   35.260452   -0.380354
        37.0        18.5  372.610748   67.372612   11.261661   34.024185   30.288862   -1.067906
        38.0        19.0  372.840271   67.162437   12.541455   36.983791    31.30969   -1.833664
        39.0        19.5  372.369781   67.163002   10.748619   27.108105   32.868317   -1.261249
        40.0        20.0  372.612701   67.590607   12.783957    36.64883   36.336197    3.592952
        41.0        20.5  372.584259   68.364304    13.59904   40.162281   43.158855    2.823126
        42.0        21.0  372.064148   68.156639   10.895137   31.695379   23.843367    1.167492
        43.0        21.5   372.64978   67.301743   14.527832   37.710743   38.282726   -0.085601
        44.0        22.0  373.455139   68.319023   14.157848   35.319851   46.848091   -2.132312
        45.0        22.5  373.059387   67.764015   13.213994   40.378754   33.710934    3.035041
        46.0        23.0  374.402161    67.04245   10.811123   30.064198   31.604916   -0.068304
        47.0        23.5  372.644531   66.771706   11.188598   30.583498   32.046509   -0.234336
        48.0        24.0  372.961945    65.97628   11.631007   37.259373   29.409527   -5.224983
        49.0        24.5  373.250458   65.976402   11.624781    35.50293   27.227503    1.088694
#-----------------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000078.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
