#    frames      t (s)    x (pxl)    y (pxl)          f        u02        u20        u11
      439.0      219.5  62.615242     56.709   5.864532  17.349209  15.211743   4.665473
      440.0      220.0  62.513016  55.760529    4.30542  11.704041   9.248461   0.012319
      441.0      220.5   65.88916  54.830006   6.377011  15.208503  22.133738   1.307302
      442.0      221.0  66.972191  54.807663   6.384298  16.586794  17.877321   0.013792
      443.0      221.5  64.752243  54.284039   4.456517  11.005223  19.418711   0.358151
      444.0      222.0  64.768341  53.549843   6.491943  20.786467  17.418491   5.804484
      445.0      222.5  65.552628  52.904118   4.138579  13.703859  13.096139  -0.084575
      446.0      223.0  64.798111  52.775879   4.148044  11.127007  12.769505   1.643871
      447.0      223.5   66.04216  54.131985   3.522704  20.401632   6.927138   1.563477
      448.0      224.0  66.527634  54.263504   2.586988  16.277435   9.434811  -3.401042
      449.0      224.5  66.929817  53.179741   2.769501  24.952045   7.860517   1.045882
      450.0      225.0  62.870686  53.033051   1.894322  22.738802   8.214059  -7.039961
#---------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000970.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
