#     frames       t (s)     x (pxl)     y (pxl)           f         u02         u20         u11
        79.0        39.5  464.909729   87.884216    1.412689    2.879225    4.146305    0.623421
        80.0        40.0  465.713928   89.079079    2.501201   13.576287    5.101142    2.226928
        81.0        40.5         nan         nan         nan         nan         nan         nan
        82.0        41.0  464.374176   89.108887    1.826831    3.686348    5.749443    0.328999
        83.0        41.5  465.438263   86.820053    2.653961    9.566979    7.682093    2.784328
        84.0        42.0  464.600647   88.455544    1.772803   10.792174    7.353057    2.788032
        85.0        42.5  465.966797   88.098526    2.591812    8.685684     6.78827    2.317062
        86.0        43.0  464.638428   89.885284    1.545413    4.942191    6.886043    1.250621
        87.0        43.5  465.722168   88.107544     3.11263    8.509803   11.684241    1.709306
        88.0        44.0  465.697052   89.124329    2.438107    6.165478   11.181562   -0.184352
        89.0        44.5  465.414032   88.721085    1.937075    8.164994    5.163184    0.631742
        90.0        45.0  465.804596   88.189468    3.052305    9.688043    5.966664    0.459773
        91.0        45.5  466.680054   88.731384    2.590807    8.724545    9.197709    2.563317
        92.0        46.0  466.316803   87.472298    2.714692    7.198458    6.560561    0.859824
        93.0        46.5  466.361481   87.609337    2.133745    9.985768    7.943671   -1.147912
        94.0        47.0   465.27182   88.579056    3.075649    8.415203    7.553106     0.31968
        95.0        47.5  464.848145   88.575684    2.413441    6.367673     7.08138    0.468774
        96.0        48.0  465.577057   87.892113     3.23874    8.622584    9.319604    0.132409
        97.0        48.5  465.768494   88.717957    4.493748   12.822102   15.053886   -1.843418
        98.0        49.0  465.540039   87.850029    5.465605   12.732648   16.080593   -1.119498
        99.0        49.5  465.842682   88.223846    4.680536   11.584123   13.354718    0.052502
       100.0        50.0  467.034851   87.735863    5.906398   16.376135    17.75391   -2.825482
       101.0        50.5  466.177032   88.041496    4.689284   15.288206   11.160529   -2.850957
       102.0        51.0    467.4021   87.181915    4.812525   11.359894   17.489861    0.896474
       103.0        51.5  466.575684   87.940125    5.029204   22.617813   11.570758    -1.26972
       104.0        52.0  466.984833    87.70459    4.552138   14.699436   12.641528   -0.126359
       105.0        52.5  467.231903   87.692856    5.143271   18.473156   13.203079   -1.097833
       106.0        53.0  467.721436   88.472366    4.217584   18.631998    8.601124    1.061018
       107.0        53.5  466.732727   87.920662     5.73554   15.215046    14.22687    1.029875
       108.0        54.0  466.755127   87.752304    5.423572   24.087305   11.759321   -2.006022
       109.0        54.5  466.623169   88.216423    5.701552   13.667202   16.806757    0.224053
       110.0        55.0  466.821198   87.906944    3.839956   13.042065   10.523227   -3.743164
       111.0        55.5  467.260986   87.791023    4.143308   12.747947   10.020521   -1.511712
       112.0        56.0  467.528534   87.647667    3.361808    13.46046   10.929266   -2.564948
       113.0        56.5  468.038971   88.327911    5.075676   16.300848   12.084911   -0.081872
       114.0        57.0  468.320648   88.876022    3.219012   10.613763    9.335523    0.464948
       115.0        57.5  469.127899   87.728363    3.498939    9.087958     9.20322   -2.196627
       116.0        58.0         nan         nan         nan         nan         nan         nan
       117.0        58.5   469.20752   88.285332    1.256487    2.333196    6.358099   -1.342338
#-----------------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000193.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
