#     frames       t (s)     x (pxl)     y (pxl)           f         u02         u20         u11
       270.0       135.0   52.731609  141.794708    1.818854    7.912583    3.382357    0.292189
       271.0       135.5         nan         nan         nan         nan         nan         nan
       272.0       136.0    51.30653  138.412781    1.301441    3.598086    2.549406    -0.37226
       273.0       136.5         nan         nan         nan         nan         nan         nan
       274.0       137.0   54.046631  140.806671    1.742405    6.403028    4.134726    1.326517
       275.0       137.5   53.016743  139.307526    1.531954    3.585256    3.907111      1.5834
       276.0       138.0         nan         nan         nan         nan         nan         nan
       277.0       138.5   55.104389  140.176331    1.449763    5.993807    2.475802    0.439639
#-----------------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000567.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
